Os01g0100100	AK242339
Os06g0608300	AK058674
Os06g0608350	tplb0049c01
Os06g0608401	AK242701
Os06g0608500	AK060097
Os06g0608550	BT016875
Os06g0608600	AK061418
Os06g0608600	AK104440
Os06g0608700	AK064989
Os06g0608700	AK104381
Os06g0608800	AK067750
Os06g0608800	AK100593
Os06g0608800	AK104337
Os06g0608800	AK099238
Os06g0609400	AK109185
Os06g0609450	AK287598
Os06g0609500	AK071731
Os06g0609600	AK072533
Os06g0609700	AK067228
Os06g0609775	tplb0061n07
Os06g0609800	AK065646
Os06g0609800	AK058339
Os06g0609850	tplb0052d12
Os06g0609900	AK109324
Os06g0610000	AK108448
Os06g0610100	EU953011
Os06g0610300	AK062635
Os06g0610350	AY367051
Os06g0610400	AK242048
Os06g0610500	AK109906
Os06g0610550	tplb0043m06
Os06g0610600	AK063128
Os06g0610800	AK066754
Os06g0610800	AK062719
Os06g0611000	AK067236
Os06g0611000	AK062173
Os06g0611050	tplb0026b06
Os06g0611100	AK109238
Os06g0611150	EU973340
Os06g0611200	AK333348
Os06g0611300	AK107800
Os06g0611400	AK119501
Os06g0611500	AK072708
Os06g0611550	tplb0028j17
Os06g0611600	EU965278
Os06g0611700	ab
Os06g0611725	BT085039
Os06g0611900	AK111644
Os06g0611900	AK111934
Os06g0612001	CT836291
Os06g0612200	AK059094
Os06g0612300	AK071104
Os06g0612550	EU968718
Os06g0612800	AK104175
Os06g0612800	AK062342
Os06g0612900	CT837803
Os06g0612951	AK360007
Os06g0613000	AK243010
Os06g0613101	EU971186
Os06g0613200	AK360007
Os06g0613400	AK119314
Os06g0613500	AK070970
Os06g0613600	AK287657
Os06g0613801	EU942896
Os06g0614000	AK073403
Os06g0614050	tplb0048i05
Os06g0614100	AK119909
Os06g0614300	AK070178
Os06g0614400	AK120383
Os06g0614550	AK242709
Os06g0616400	AK072464
Os06g0616900	AK107912
Os06g0617800	AK066802
Os06g0617800	AK067505
Os06g0617800	AK065878
Os06g0617800	AK068485
Os06g0617800	AK067686
Os06g0618000	AK110866
Os06g0618050	tplb0041g04
Os06g0618100	AK103787
Os06g0618150	AK363364
Os06g0618300	AK067443
Os06g0618600	AK060212
Os06g0618650	AK242695
Os06g0618700	AK107075
Os06g0619000	AK065719
Os06g0619066	AK364020
Os06g0619132	tplb0045g10
Os06g0619600	ab
Os06g0619650	tplb0045g10
Os06g0620000	AK111088
Os06g0620200	AK241445
Os06g0620550	EU951739
Os06g0620600	AK059836
Os06g0620700	FP092809
Os06g0621100	FJ901216
Os06g0621500	AK120647
Os06g0621550	DQ120792
Os06g0621600	AK102049
Os06g0621800	AK100375
Os06g0621900	AK101940
Os06g0621950	BT016845
Os06g0622000	AK070840
Os06g0622300	AK073058
Os06g0622300	AK101550
Os06g0622300	AK064549
Os06g0622300	AK071559
Os06g0622400	EU944117
Os06g0622500	BT064845
Os06g0622550	AK288608
Os06g0622700	AK107021
Os06g0622800	AK106454
Os06g0622900	AK065654
Os06g0623050	BT016236
Os06g0623200	AK107469
Os06g0623300	AK102436
Os06g0623600	AK073641
Os06g0623700	BT018847
Os06g0624000	EU969100
Os06g0624100	BT067343
Os06g0624200	AK069810
Os06g0624700	AK110884
Os06g0624750	tplb0026g02
Os06g0624850	CT836298
Os06g0624900	AK065620
Os06g0624900	AK061790
Os06g0624900	AK067251
Os06g0624950	tplb0006k21
Os06g0625200	AK370300
Os06g0625400	AK066566
Os06g0625400	AK063424
Os06g0625500	AK068955
Os06g0625500	AK104130
Os06g0625700	AK242831
Os06g0625733	BT086854
Os06g0625766	EU946219
Os06g0625800	AK120023
Os06g0625900	AK107132
Os06g0626050	ab
Os06g0626200	AK119654
Os06g0626200	AK121077
Os06g0626466	AK288163
Os06g0626600	AK109408
Os06g0626700	ab
Os06g0626733	tplb0008n13
Os06g0626766	EU307115
Os06g0626950	AB334129
Os06g0627001	CT837527
Os06g0627100	AK241607
Os06g0627400	AK288185
Os06g0627500	AK101725
Os06g0628032	ab
Os06g0628150	CT836334
Os06g0628500	EU051629
Os06g0629362	AK288209
Os06g0629687	CT834957
Os06g0630300	AK071675
Os06g0630300	AK107079
Os06g0630850	AK111278
Os06g0631300	AK106231
Os06g0631800	AK242103
Os06g0632200	AK072921
Os06g0632200	AK058470
Os06g0632300	EU975426
Os06g0632400	EU976099
Os06g0632500	Q67VL7
Os06g0632700	AK101148
Os06g0632700	AK060787
Os06g0632800	tplb0035l23
Os06g0633100	AK107791
Os06g0633300	AK063309
Os06g0633375	FP099929
Os06g0633450	ab
Os06g0633500	AK108505
Os06g0633800	AK101315
Os06g0633800	AK073428
Os06g0633900	AK287682
Os06g0634000	AK099374
Os06g0634100	AK073917
Os06g0634300	AK072100
Os06g0634300	AK070867
Os06g0634500	AK111551
Os06g0634600	AK122074
Os06g0634700	AK069527
Os06g0634800	BT085504
Os06g0635200	AK068319
Os06g0635250	tplb0026b15
Os06g0635300	ab
Os06g0635500	BT035451
Os06g0635700	AK107643
Os06g0636100	CT836245
Os06g0636201	EU968448
Os06g0636600	AK119586
Os06g0636700	AK058562
Os06g0636800	EU970200
Os06g0637400	AK066059
Os06g0637500	AK121564
Os06g0637800	AK103506
Os06g0638000	AK375019
Os06g0638100	AK073270
Os06g0638100	AK063888
Os06g0638200	AK059450
Os06g0638300	AK242800
Os06g0638400	AK109644
Os06g0638500	AK360940
Os06g0638700	AK108500
Os06g0638900	AK058988
Os06g0639100	AK102470
Os06g0639100	AK289230
Os06g0639100	AK065890
Os06g0639100	AK104775
Os06g0639100	AK063162
Os06g0639150	BT083666
Os06g0639200	AK242957
Os06g0639250	ab
Os06g0639300	AK108166
Os06g0639500	AK068750
Os06g0639550	AK099542
Os06g0639600	AK107552
Os06g0639700	tplb0041k22
Os06g0639800	AK060486
Os06g0640100	BT067412
Os06g0640201	AK241830
Os06g0640599	EU942896
Os06g0640800	ab
Os06g0640933	EU942896
Os06g0641066	tplb0041k22
Os06g0641200	ab
Os06g0641400	AK071438
Os06g0641500	tplb0036k11
Os06g0641550	EU942775
Os06g0641575	tplb0041k22
Os06g0641600	ab
Os06g0641800	AJ437535
Os06g0641866	tplb0041k22
Os06g0641932	tplb0041k22
Os06g0642200	ab
Os06g0642250	tplb0024g24
Os06g0642300	ab
Os06g0642400	tplb0041k22
Os06g0642500	AK072307
Os06g0642500	AK067059
Os06g0642550	AK289193
Os06g0642600	BT067412
Os06g0642650	AK241715
Os06g0642900	AK073896
Os06g0642950	BT016965
Os06g0643000	AK067701
Os06g0643050	tplb0047n02
Os06g0643100	AK070915
Os06g0643300	AK061733
Os06g0643300	AK104266
Os06g0643500	AK103715
Os06g0643600	AK065376
Os06g0643600	AK058461
Os06g0643700	AK242335
Os06g0643750	BT019264
Os06g0643800	AK071732
Os06g0643900	AK061635
Os06g0644100	AK059777
Os06g0644200	AK099807
Os06g0644200	AK107838
Os06g0644200	AK119631
Os06g0644250	tplb0034o06
Os06g0644350	AK367245
Os06g0644400	AK070983
Os06g0644466	ab
Os06g0644500	AK101292
Os06g0644500	AK101919
Os06g0644600	AK240670
Os06g0644700	AK070101
Os06g0644800	AK109442
Os06g0644800	AK105643
Os06g0645100	EU962397
Os06g0645400	AK101482
Os06g0645400	AK105391
Os06g0645500	AK109234
Os06g0645600	BT085127
Os06g0645650	tplb0048p04
Os06g0645700	AK108404
Os06g0645800	AK064421
Os06g0645901	BT037416
Os06g0646000	AK068674
Os06g0646000	AK104339
Os06g0646100	AK062869
Os06g0646400	AK243413
Os06g0646500	AK071267
Os06g0646600	AK241438
Os06g0646600	AK289177
Os06g0646700	AK065143
Os06g0646801	AK287534
Os06g0646900	AK063383
Os06g0647000	ab
Os06g0647100	AK066837
Os06g0647150	tplb0021b07
Os06g0647200	AK363760
Os06g0647400	AK068457
Os06g0647500	AK072681
Os06g0647700	AK105627
Os06g0647801	AK241449
Os06g0647900	AK073750
Os06g0648200	AK106303
Os06g0648200	AK063675
Os06g0648200	AK063001
Os06g0648200	AK240744
Os06g0648200	AK059377
Os06g0648500	AK106895
Os06g0648600	AK111386
Os06g0649000	AK106282
Os06g0649000	AK119644
Os06g0649500	AK072591
Os06g0649500	AK288906
Os06g0649550	BT086930
Os06g0649600	AK103769
Os06g0649700	AK361085
Os06g0649800	AK287880
Os06g0649900	AK122015
Os06g0650100	AK062354
Os06g0650300	AK355812
Os06g0650600	AK066545
Os06g0650700	AK107786
Os06g0650800	AK071905
Os06g0650800	AK099071
Os06g0650900	AK071882
Os06g0650900	AK107961
Os06g0651000	AK065812
Os06g0651100	AK063834
Os06g0651100	AK099340
Os06g0651200	AK107748
Os06g0651300	AK073865
Os06g0651600	AK112023
Os06g0651600	AK120711
Os06g0651900	AK108564
Os06g0652000	AK069977
Os06g0652000	AK058530
Os06g0652100	AK334410
Os06g0652200	AK108530
Os06g0652250	BT019264
Os06g0652300	Q67WR5
Os06g0652400	AK071960
Os06g0652400	AK103529
Os06g0652501	X06283
Os06g0652550	EU975556
Os06g0652600	AK101495
Os06g0652600	AK063970
Os06g0653000	AK070469
Os06g0653050	EU949846
Os06g0653100	AK242956
Os06g0653200	AK058439
Os06g0653300	ab
Os06g0653800	AK103633
Os06g0653900	AK059084
Os06g0654000	AK067618
Os06g0654300	EF212872
Os06g0654400	CT836304
Os06g0654600	BT085279
Os06g0654900	AK243265
Os06g0655100	BT085213
Os06g0655200	AK121090
Os06g0655500	AK069365
Os06g0655500	AK105987
Os06g0656000	BT065706
Os06g0656201	AK058397
Os06g0656300	AK060123
Os06g0656400	AK067945
Os06g0656500	AK068985
Os06g0656500	AK067261
Os06g0656566	BT062457
Os06g0656700	AK110668
Os06g0656725	EU949846
Os06g0656800	AK109762
Os06g0657500	AK287673
Os06g0657500	AK101959
Os06g0657750	EU941673
Os06g0658000	FP101430
Os06g0658200	ab
Os06g0658350	AK288894
Os06g0658400	AK241867
Os06g0658500	AK072436
Os06g0658900	AK243323
Os06g0659100	BT065712
Os06g0659200	AK105525
Os06g0659300	AK065502
Os06g0659400	AK106651
Os06g0659500	AK058431
Os06g0659600	AK110885
Os06g0659750	CT836286
Os06g0659800	EU941267
Os06g0660000	EU949846
Os06g0660200	AK101191
Os06g0660300	tplb0036f07
Os06g0660400	AK111110
Os06g0660625	BT019088
Os06g0660650	ab
Os06g0660700	AK058614
Os06g0660700	AK121998
Os06g0660800	AK242085
Os06g0661000	AK103669
Os06g0661100	AK058247
Os06g0661200	tplb0012h23
Os06g0661300	AK102432
Os06g0661400	AK106992
Os06g0661500	AK099401
Os06g0661600	AK068205
Os06g0661700	AK067348
Os06g0661700	AK066945
Os06g0661733	tplb0060h12
Os06g0661766	CT836224
Os06g0661800	AK102315
Os06g0661800	AK072287
Os06g0661900	AK065329
Os06g0662000	AK069821
Os06g0662000	AK071775
Os06g0662000	AK061925
Os06g0662100	AK121842
Os06g0662150	AK241891
Os06g0662151	CT836214
Os06g0662200	AK065941
Os06g0662225	BT065478
Os06g0662300	AK121208
Os06g0662500	ab
Os06g0662550	AK241473
Os06g0662600	ab
Os06g0662700	AK120000
Os06g0662850	ab
Os06g0662900	ab
Os06g0663000	ab
Os06g0663100	AK242301
Os06g0663200	AK100479
Os06g0663300	EU969853
Os06g0663400	AK121201
Os06g0663400	AK112080
Os06g0663450	tplb0062i19
Os06g0663500	FP094509
Os06g0663600	AK100787
Os06g0663800	AK105843
Os06g0663900	AK071785
Os06g0663900	AK111631
Os06g0663900	AK120152
Os06g0663900	AK059197
Os06g0664000	AK063460
Os06g0664100	AK062475
Os06g0664200	AK120722
Os06g0664200	AK058691
Os06g0664300	AK100655
Os06g0664400	AK288023
Os06g0664800	AK119588
Os06g0664900	ab
Os06g0665000	AK069711
Os06g0665000	AK104873
Os06g0665100	AK101330
Os06g0665100	AK060153
Os06g0665200	EU971814
Os06g0665400	ab
Os06g0665500	AK073262
Os06g0665800	AK241795
Os06g0665900	CT836323
Os06g0666100	AK111793
Os06g0666183	EU950103
Os06g0666400	AK108002
Os06g0666500	CT836290
Os06g0666600	AK106824
Os06g0666650	BT016463
Os06g0666750	BT085984
Os06g0666800	AK107710
Os06g0667000	AK110075
Os06g0667100	AK105079
Os06g0667200	FP092548
Os06g0667266	CT828143
Os06g0667300	AK102272
Os06g0667400	AK065424
Os06g0667400	AK065580
Os06g0667500	AK062935
Os06g0667600	AK071621
Os06g0667600	AK060567
Os06g0667900	ab
Os06g0668000	AK064023
Os06g0668000	AK121707
Os06g0668200	AK070705
Os06g0668250	BT088042
Os06g0668300	AK375661
Os06g0668400	AK108036
Os06g0669100	AK099506
Os06g0669200	AK062363
Os06g0669225	ab
Os06g0669275	BT018457
Os06g0669400	AK064913
Os06g0669400	AK060805
Os06g0669400	AK072047
Os06g0669600	AK288929
Os06g0669700	AK070871
Os06g0669800	AK073551
Os06g0670000	AK287475
Os06g0670100	AK102577
Os06g0670300	AK070966
Os06g0670400	ab
Os06g0670500	AK072223
Os06g0670500	AK059079
Os06g0670633	AJ437283
Os06g0671000	AK111663
Os06g0671075	EU967027
Os06g0671150	CT836257
Os06g0671300	AK108697
Os06g0671375	tplb0024g24
Os06g0671600	AK111011
Os06g0671700	AK108468
Os06g0671800	AK288329
Os06g0671900	AK069237
Os06g0672400	AK068794
Os06g0672700	AK101470
Os06g0672801	AK243492
Os06g0673300	AK070761
Os06g0673500	AK243474
Os06g0673700	AK066949
Os06g0673800	AK066054
Os06g0674000	AK289087
Os06g0674100	AK240904
Os06g0674400	BT063809
Os06g0674800	AK241848
Os06g0675200	AK060681
Os06g0675300	AK109610
Os06g0675600	AK063648
Os06g0675700	AK119824
Os06g0675900	AK065487
Os06g0676000	AK070574
Os06g0676300	AK064503
Os06g0676400	AK119775
Os06g0676500	AK069470
Os06g0676600	AK103523
Os06g0676700	AK105449
Os06g0676700	AK121588
Os06g0676700	AK063175
Os06g0676801	BT019289
Os06g0676900	AK111124
Os06g0677000	AK357609
Os06g0677300	AK100432
Os06g0677400	AK064044
Os06g0677400	AK073050
Os06g0677500	AK102430
Os06g0677600	AK063252
Os06g0677700	tplb0017e12
Os06g0677800	AK103280
Os06g0678100	EU975100
Os06g0678200	AK071299
Os06g0678500	ab
Os06g0678650	AK241346
Os06g0678651	EU954809
Os06g0678700	AK109845
Os06g0678700	AK107560
Os06g0678700	AK101184
Os06g0678750	EU943604
Os06g0678800	AK071465
Os06g0678875	tplb0021n10
Os06g0679100	BT055996
Os06g0679200	AK107197
Os06g0679400	AK111697
Os06g0679500	AK063283
Os06g0679500	AK108015
Os06g0679600	BT034718
Os06g0679700	CT836283
Os06g0679750	tplb0021a19
Os06g0679800	ab
Os06g0679850	CT836331
Os06g0680500	AK099745
Os06g0680700	AK064920
Os06g0680800	AK357549
Os06g0680900	AK121723
Os06g0680900	AK121510
Os06g0681000	AK062780
Os06g0681100	ab
Os06g0681200	AK107980
Os06g0681300	AK058781
Os06g0681300	AK110977
Os06g0681400	AK121590
Os06g0681600	AK070917
Os06g0681600	AK071908
Os06g0681700	AK104993
Os06g0681900	FP101382
Os06g0682300	AK062934
Os06g0682633	AK243284
Os06g0682666	AK287704
Os06g0682700	BT037369
Os06g0682800	AK064816
Os06g0682850	tplb0043p08
Os06g0682900	AK072958
Os06g0683000	AK120010
Os06g0683000	AK105443
Os06g0683000	AK121959
Os06g0683100	AK067955
Os06g0683200	AK070432
Os06g0683300	AK068614
Os06g0683400	AK111852
Os06g0683500	BT064868
Os06g0683700	AK103599
Os06g0683800	AK110639
Os06g0683900	AK102096
Os06g0683925	tplb0033d10
Os06g0683950	AK240720
Os06g0684000	AK103572
Os06g0684000	AK102878
Os06g0684500	AK100859
Os06g0684900	FP100026
Os06g0685100	AK334269
Os06g0685200	AK242414
Os06g0685250	tplb0043p22
Os06g0685300	CT836241
Os06g0685400	AK100318
Os06g0685700	AK100322
Os06g0686050	BT033172
Os06g0686400	AK063215
Os06g0686400	AK069702
Os06g0686500	AK103252
Os06g0686550	tplb0032a06
Os06g0686600	AK071855
Os06g0686700	AK065448
Os06g0686900	AK111045
Os06g0687000	AK376424
Os06g0687050	tplb0043o21
Os06g0687100	AK242104
Os06g0687200	AK058749
Os06g0687400	AK072400
Os06g0687400	AK060934
Os06g0687450	AK242712
Os06g0687500	AK061485
Os06g0687600	CT837964
Os06g0687700	AK109357
Os06g0687800	AK072593
Os06g0687850	tplb0032i10
Os06g0687900	AK066791
Os06g0687900	AK058927
Os06g0688100	AK063450
Os06g0688100	AK101144
Os06g0688100	AK073794
Os06g0688100	AK059214
Os06g0688200	EU958297
Os06g0688300	EU958297
Os06g0688400	EU962397
Os06g0688800	AK108113
Os06g0688850	BT087959
Os06g0689483	EU941368
Os06g0689600	AK243455
Os06g0689700	ab
Os06g0690100	AK109757
Os06g0690200	AK243213
Os06g0690400	EU941368
Os06g0690600	AK107925
Os06g0690700	AK100055
Os06g0690700	AK058451
Os06g0690900	ab
Os06g0691000	AK068150
Os06g0691000	AK100072
Os06g0691100	BT069519
Os06g0691200	AK108191
Os06g0691400	AK107208
Os06g0691500	EU959826
Os06g0691600	AK070430
Os06g0691700	AK069356
Os06g0691800	AK065392
Os06g0691900	EU962397
Os06g0692050	FP100342
Os06g0692100	AK110293
Os06g0692300	ab
Os06g0692500	ab
Os06g0692600	AK110462
Os06g0692700	AK101257
Os06g0692800	AK067440
Os06g0692900	tplb0022i14
Os06g0693000	AK064280
Os06g0693025	EU941368
Os06g0693100	AK099477
Os06g0693200	AK105794
Os06g0693200	AK059727
Os06g0693300	AK102353
Os06g0693400	AK106435
Os06g0693500	AK103176
Os06g0693600	CT837593
Os06g0693700	AK065874
Os06g0693700	AK072507
Os06g0693700	AK104038
Os06g0693700	AK059140
Os06g0693800	BT069978
Os06g0693900	AK375508
Os06g0694000	AK111850
Os06g0694100	AK063936
Os06g0694100	AK073594
Os06g0694200	AK106962
Os06g0694300	BT041933
Os06g0694400	AK120261
Os06g0694400	AK065599
Os06g0694500	AK067484
Os06g0694600	ab
Os06g0694800	AK070249
Os06g0694900	AK107764
Os06g0695001	EU942261
Os06g0695200	AK243205
Os06g0695300	AK243205
Os06g0695350	EU942261
Os06g0695400	AK073198
Os06g0695451	tplb0038a01
Os06g0695500	AK064918
Os06g0695600	AK066069
Os06g0695700	AK100512
Os06g0695800	AK109450
Os06g0695800	AK064089
Os06g0695900	AK288726
Os06g0696400	AK104912
Os06g0696400	AK058291
Os06g0696450	BT019084
Os06g0696500	AK242544
Os06g0696566	AK287999
Os06g0696600	AK105934
Os06g0696900	ab
Os06g0697000	AK120345
Os06g0697000	AK105513
Os06g0697200	AK366717
Os06g0697300	AB332079
Os06g0697400	AK068912
Os06g0697500	BT060613
Os06g0697600	AK287436
Os06g0698000	AK242699
Os06g0698200	A2YGL9
Os06g0698300	AK071637
Os06g0698400	AK108486
Os06g0698500	AK062416
Os06g0698600	AK243691
Os06g0698674	AK243382
Os06g0698686	tplb0060f03
Os06g0698711	AK070810
Os06g0698748	AK105781
Os06g0698748	AK100361
Os06g0698785	AK120445
Os06g0698802	AK288331
Os06g0698812	ab
Os06g0698822	AK241532
Os06g0698859	AK120947
Os06g0698900	AK243334
Os06g0699050	tplb0041e20
Os06g0699100	tplb0032h14
Os06g0699200	AK243173
Os06g0699301	ab
Os06g0699400	AK071376
Os06g0699500	AK120103
Os06g0699500	AK062047
Os06g0699600	AK121295
Os06g0699700	AK059492
Os06g0699800	EU969260
Os06g0699850	EU975689
Os06g0699900	AK242770
Os06g0700000	AK102835
Os06g0700100	AK119443
Os06g0700300	AK099967
Os06g0700500	AK072266
Os06g0700500	AK104088
Os06g0700550	BT019288
Os06g0700601	BT085432
Os06g0700700	AK107235
Os06g0700750	AK241491
Os06g0701100	AK119234
Os06g0701100	AK061696
Os06g0701200	AK064009
Os06g0701300	AK120169
Os06g0701300	AK065611
Os06g0701300	AK122000
Os06g0701400	AK121229
Os06g0701600	AJ491855
Os06g0701700	AK105132
Os06g0701900	AK375274
Os06g0702000	AK070950
Os06g0702100	ab
Os06g0702200	AK110868
Os06g0702400	AK120529
Os06g0702500	AK072069
Os06g0702500	AK067999
Os06g0702600	AK103312
Os06g0702700	AK100260
Os06g0702800	AK073948
Os06g0703000	AK072944
Os06g0703200	AK073053
Os06g0703300	AK106736
Os06g0703300	AK105426
Os06g0703400	AK107025
Os06g0703500	AK102136
Os06g0703500	AK073179
Os06g0703500	AK061641
Os06g0703550	EU949434
Os06g0703600	AK110999
Os06g0703700	AK112072
Os06g0703800	AK066056
Os06g0703900	AK067950
Os06g0703900	AK060648
Os06g0704000	AK073579
Os06g0704100	AK103758
Os06g0704200	AK241846
Os06g0704300	AK107008
Os06g0704400	AK100489
Os06g0704400	AK069477
Os06g0704400	AK062169
Os06g0704450	BT068200
Os06g0704500	AK105531
Os06g0704600	AK101836
Os06g0704600	AK065784
Os06g0704700	AK120907
Os06g0704800	Q5Z8V7
Os06g0704900	AK103054
Os06g0705000	AK242204
Os06g0705100	AK119552
Os06g0705100	AK060157
Os06g0705100	AK060969
Os06g0705200	EU953189
Os06g0705250	EU955465
Os06g0705300	AK121711
Os06g0705300	AK064803
Os06g0705350	BT055332
Os06g0705400	AK062493
Os06g0705400	AK062667
Os06g0705500	AK060142
Os06g0705600	ab
Os06g0705651	EU955776
Os06g0705700	AK119527
Os06g0705901	tplb0058e01
Os06g0706000	AK070685
Os06g0706100	AK334364
Os06g0706400	AK064899
Os06g0706500	ab
Os06g0706600	AK376665
Os06g0706700	EU965944
Os06g0706850	tplb0046e07
Os06g0707000	ab
Os06g0707100	AK066647
Os06g0707200	AK059411
Os06g0707250	ab
Os06g0707300	AK101481
Os06g0707350	AK355483
Os06g0707400	AK066341
Os06g0707400	AK067727
Os06g0707700	AK100720
Os06g0707733	ab
Os06g0707800	AK111291
Os06g0707800	AK100253
Os06g0707800	AK099567
Os06g0707800	AK102129
Os06g0708000	AK066531
Os06g0708000	AK067925
Os06g0708000	AK070823
Os06g0708050	EU949346
Os06g0708075	tplb0059e09
Os06g0708100	AK102365
Os06g0708100	AK066901
Os06g0708200	AK103849
Os06g0708200	AK068246
Os06g0708300	AK243324
Os06g0708400	ab
Os06g0708500	AK060865
Os06g0708500	AK072490
Os06g0708600	AK100915
Os06g0708700	AK067151
Os06g0708700	AK120104
Os06g0708700	AK071974
Os06g0708832	AK355541
Os06g0708900	AK100402
Os06g0709000	AK068653
Os06g0709100	AK059732
Os06g0709100	AK070881
Os06g0709400	AK108588
Os06g0710001	AK249657
Os06g0710300	AK121344
Os06g0710401	AK330826
Os06g0710500	AK062418
Os06g0710700	AK318526
Os06g0710800	AK063542
Os06g0710850	EU950496
Os06g0710900	AK073326
Os06g0711000	AK063185
Os06g0711100	AK069893
Os06g0711100	AK100379
Os06g0711200	AK108753
Os06g0711600	AK064384
Os06g0711600	AK102831
Os06g0711700	EU956453
Os06g0711800	AK069642
Os06g0711900	AK105838
Os06g0712200	AK061313
Os06g0712250	CT832454
Os06g0712300	AK070744
Os06g0712300	AK058857
Os06g0712400	AK067573
Os06g0712400	AK104913
Os06g0712500	AK068531
Os06g0712550	tplb0056b02
Os06g0712600	EU959412
Os06g0712700	AK069317
Os06g0712800	AK121236
Os06g0712900	AK106648
Os06g0713000	AK105957
Os06g0713100	AK072606
Os06g0713201	BT087005
Os06g0713300	AK106687
Os06g0713400	AK100628
Os06g0713600	tplb0032e04
Os06g0713800	AK059671
Os06g0713900	AK242112
Os06g0714000	AK069538
Os06g0714100	AK121079
Os06g0714200	AK243187
Os06g0714300	AK107043
Os06g0714366	EU977023
Os06g0714400	AK108610
Os06g0714432	CT836310
Os06g0714500	AK100047
Os06g0714600	AK318603
Os06g0714700	CU406678
Os06g0714800	AK059793
Os06g0714900	AK105337
Os06g0714900	AK071975
Os06g0714950	EU943065
Os06g0714951	CT832209
Os06g0715000	AK107114
Os06g0715100	AK068956
Os06g0715100	AK058743
Os06g0715200	AK066293
Os06g0715300	AK121369
Os06g0715350	tplb0042g22
Os06g0715400	AK071262
Os06g0715500	AK100782
Os06g0715500	AK060137
Os06g0715500	AK059749
Os06g0715550	BT016857
Os06g0715600	AK102724
Os06g0715600	AK059304
Os06g0715650	tplb0026d01
Os06g0715700	AK121440
Os06g0716000	AK067426
Os06g0716000	AK061844
Os06g0716050	EU948676
Os06g0716100	AK071515
Os06g0716200	AK243584
Os06g0716401	EU967040
Os06g0716467	tplb0010l18
Os06g0716533	tplb0032e04
Os06g0716600	ab
Os06g0716700	AK063385
Os06g0716700	AK102478
Os06g0716700	AK062023
Os06g0716750	BT016887
Os06g0716800	AK071639
Os06g0716800	AK103968
Os06g0717100	AK071437
Os06g0717200	AK111824
Os06g0717300	ab
Os06g0717400	AK072887
Os06g0717600	AK067113
Os06g0717600	AK061850
Os06g0717700	AK111417
Os06g0717800	AK121514
Os06g0717800	AK064885
Os06g0717800	AK062157
Os06g0717850	EU943254
Os06g0717900	AK069070
Os06g0717900	AK121147
Os06g0718000	tplb0042c03
Os06g0718100	AK070133
Os06g0718300	AK365670
Os06g0718400	CT836320
Os06g0719500	CT834745
Os06g0719600	AK099272
Os06g0719900	CT834222
Os06g0720000	AK068825
Os06g0720000	AK103594
Os06g0720000	AK105741
Os06g0720100	AK242749
Os06g0720301	CT834222
Os06g0720400	AK104784
Os06g0720500	AK289228
Os06g0720500	AK120098
Os06g0720500	AK288694
Os06g0720601	AK242749
Os06g0720700	AK242809
Os06g0720900	AK243144
Os06g0721600	ab
Os06g0721800	AK243644
Os06g0721900	AK365670
Os06g0722100	AK068839
Os06g0722201	AK242749
Os06g0722300	AK289228
Os06g0722300	AK120098
Os06g0722450	AK104784
Os06g0722600	AK242749
Os06g0722650	AK243446
Os06g0722650	AK120098
Os06g0722700	AK060956
Os06g0723400	ab
Os06g0723650	AK365670
Os06g0723900	AK104784
Os06g0724000	AK108991
