Os01g0100100	RabGAP/TBC_domain_containing_protein.
Os04g0672700	Pentatricopeptide_repeat_domain_containing_protein.
Os04g0672800	Similar_to_H0322F07.5_protein.
Os04g0672900	Similar_to_H0322F07.6_protein.
Os04g0673000	Similar_to_H0322F07.7_protein.
Os04g0673000	Homeodomain_like containing protein.
Os04g0673000	Similar_to_H0322F07.7_protein.
Os04g0673300	A_type response regulator, Cytokinin signaling
Os04g0673400	Similar_to_Uracil_DNA glycosylase.
Os04g0673700	Hypothetical_protein.
Os04g0673800	Cupredoxin_domain_containing_protein.
Os04g0674000	Similar_to_H0403D02.10_protein.
Os04g0674025	Similar_to_H0403D02.10_protein.
Os04g0674100	Tetratricopeptide_like helical domain containing protein.
Os04g0674100	Similar_to_H0403D02.12_protein.
Os04g0674200	Coenzyme_Q_biosynthesis_Coq4_family_protein.
Os04g0674300	NPH3_domain_containing_protein.
Os04g0674300	Similar_to_H0403D02.14_protein.
Os04g0674350	Conserved_hypothetical_protein.
Os04g0674400	Similar_to_Anamorsin_(Cytokine_induced_apoptosis_inhibitor_1)_(CUA001)._Splice_isoform_2.
Os04g0674450	Similar_to_DHHC_zinc_finger_domain_containing_protein.
Os04g0674500	Hypothetical_protein.
Os04g0674600	Similar_to_H0103C06.1_protein.
Os04g0674700	Similar_to_AMP_binding protein (Adenosine monophosphate binding protein 5 AMPBP5).
Os04g0674750	Hypothetical_protein.
Os04g0674800	Similar_to_CEL1=CELLULASE_1_(Fragment).
Os04g0674900	Hypothetical_protein.
Os04g0675000	Similar_to_H0103C06.5_protein.
Os04g0675000	Hypothetical_gene.
Os04g0675101	ATPase_like, ATP_binding domain domain containing protein.
Os04g0675200	Similar_to_H0103C06.6_protein.
Os04g0675300	Zinc_finger,_RING/FYVE/PHD_type domain containing protein.
Os04g0675300	Similar_to_H0103C06.6_protein.
Os04g0675400	Similar_to_Chaperone_protein_dnaJ.
Os04g0675500	Similar_to_Itm1_protein.
Os04g0675600	Hypothetical_conserved_gene.
Os04g0675700	Hypothetical_conserved_gene.
Os04g0675800	Similar_to_H0103C06.10_protein.
Os04g0676100	Similar_to_Thioredoxin_X,_chloroplast_precursor.
Os04g0676200	Pentatricopeptide_repeat_domain_containing_protein.
Os04g0676300	Similar_to_H0101F08.3_protein.
Os04g0676400	Similar_to_H0101F08.4_protein.
Os04g0676600	Similar_to_H0101F08.6_protein.
Os04g0676650	Putative_B3_domain_containing protein Os04g0676650.
Os04g0676700	Similar_to_H0101F08.8_protein.
Os04g0676800	Conserved_hypothetical_protein.
Os04g0677000	Protein_of_unknown_function_DUF1677,_Oryza_sativa_family_protein.
Os04g0677033	Similar_to_H0402C08.3_protein.
Os04g0677066	Similar_to_protein_arginine_N_methyltransferase 6.
Os04g0677100	Similar_to_H0402C08.5_protein.
Os04g0677200	Similar_to_H0402C08.6_protein.
Os04g0677300	Harpin_induced 1 domain containing protein.
Os04g0677400	Protein_of_unknown_function_DUF639_family_protein.
Os04g0677500	Pyruvate_kinase_(EC_2.7.1.40).
Os04g0677600	Similar_to_H0402C08.10_protein.
Os04g0677650	Hypothetical_gene.
Os04g0677700	Similar_to_H0402C08.11_protein.
Os04g0677800	Similar_to_H0402C08.12_protein.
Os04g0677800	Translation_elongation_factor_EFTu/EF1A,_C_terminal domain containing protein.
Os04g0678000	Hypothetical_protein.
Os04g0678200	Protein_of_unknown_function_DUF1218_family_protein.
Os04g0678250	Hypothetical_protein.
Os04g0678300	WD40_repeat_like domain containing protein.
Os04g0678400	Zinc_finger,_Dof_type domain containing protein.
Os04g0678700	Similar_to_Protochlorophyllide_reductase_(EC_1.3.1.33)_(PCR)_(NADPH_ protochlorophyllide oxidoreductase) (POR) (Fragment).
Os04g0678800	N_acetylglucosaminyl phosphatidylinositol deacetylase domain containing protein.
Os04g0679000	Similar_to_H0801D08.9_protein.
Os04g0679050	Similar_to_H0801D08.10_protein.
Os04g0679100	Clathrin_light_chain_family_protein.
Os04g0679200	Similar_to_H0801D08.12_protein.
Os04g0679400	Similar_to_H0801D08.15_protein.
Os04g0679500	Hypothetical_protein.
Os04g0679600	Similar_to_H0801D08.17_protein.
Os04g0679800	Similar_to_RNA_binding protein_like protein.
Os04g0679800	Similar_to_Zinc_finger,_RING_type.
Os04g0679900	Tetraspanin_domain_containing_protein.
Os04g0679967	Hypothetical_gene.
Os04g0680000	Similar_to_predicted_protein.
Os04g0680300	Conserved_hypothetical_protein.
Os04g0680400	Similar_to_H0901F07.3_protein.
Os04g0680550	Similar_to_Tyrosyl_tRNA synthetase.
Os04g0680700	DNA_mismatch_repair_protein_MutS,_core_domain_containing_protein.
Os04g0680700	Similar_to_H0901F07.7_protein.
Os04g0680800	Mlo_related protein family protein.
Os04g0681400	Protein_of_unknown_function_DUF580_family_protein.
Os04g0681450	Hypothetical_protein.
Os04g0681500	EF_Hand type domain containing protein.
Os04g0681600	Protein_of_unknown_function_DUF580_family_protein.
Os04g0681625	Hypothetical_protein.
Os04g0681900	Similar_to_H0124B04.8_protein.
Os04g0681900	Acyl_CoA_binding protein , Stress response
Os04g0681950	Similar_to_H0124B04.9_protein.
Os04g0682000	Similar_to_Autophagy_4a.
Os04g0682050	Similar_to_H0403D02.15_protein.
Os04g0682100	C2_calcium/lipid_binding region, CaLB domain containing protein.
Os04g0682300	Similar_to_Phosphomannomutase_2_(EC_5.4.2.8)_(PMM_2).
Os04g0682300	Similar_to_cDNA_clone:001_002_C04, full insert sequence.
Os04g0682400	Similar_to_H0124B04.13_protein.
Os04g0682500	Peptidase_T2,_asparaginase_2_domain_containing_protein.
Os04g0682600	Similar_to_H0502G05.7_protein.
Os04g0682800	Potassium_efflux_antiporter,_Chloroplast_development,_Drought_tolerance
Os04g0682800	Similar_to_H0124B04.17_protein.
Os04g0682850	Hypothetical_protein.
Os04g0682900	Similar_to_H0124B04.17_protein.
Os04g0683100	Similar_to_Cleavage_and_polyadenylation_specificity_factor_5.
Os04g0683400	Similar_to_H0306F12.4_protein.
Os04g0683500	Similar_to_H0306F12.5_protein.
Os04g0683500	Similar_to_Adenosine_deaminase_acting_on_tRNA_1.
Os04g0683500	Similar_to_H0306F12.5_protein.
Os04g0683600	Similar_to_H0306F12.6_protein.
Os04g0683700	4_coumarate_Co_A ligase (4CL) like protein, Adenosine monophosphate binding protein, Regulation of rice blast resistance, floret development, and lignin biosynthesis
Os04g0683800	Similar_to_Phosphoribosyltransferase_(Fragment).
Os04g0683850	Similar_to_Glutathione_peroxidase.
Os04g0683900	Protein_of_unknown_function_DUF296_domain_containing_protein.
Os04g0684000	Hypothetical_protein.
Os04g0684100	Hypothetical_conserved_gene.
Os04g0684200	Brassinosteroid_(BR)_signaling_kinase,_Regulation_of_BR_signaling
Os04g0684500	Pentatricopeptide_repeat_domain_containing_protein.
Os04g0684500	Hypothetical_conserved_gene.
Os04g0684600	Similar_to_H0913C04.5_protein.
Os04g0684800	Similar_to_CROC_1_like protein (Fragment).
Os04g0684900	Component_of_the_CCR4_NOTcomplex, Deadenylase, Deadenylation (poly(A) tail shortening), Development and stress response
Os04g0684900	Component_of_the_CCR4_NOTcomplex, Deadenylase, Component of the plant P_body, Deadenylation (poly(A) tail shortening), Development and stress response
Os04g0685000	Protein_of_unknown_function_DUF623,_plant_domain_containing_protein.
Os04g0685100	Ribosomal_biogenesis_regulatory_protein_family_protein.
Os04g0685151	Hypothetical_gene.
Os04g0685200	Peptidase_aspartic,_catalytic_domain_containing_protein.
Os04g0685300	Harpin_induced 1 domain containing protein.
Os04g0685400	Harpin_induced 1 domain containing protein.
Os04g0685500	Exo70_exocyst_complex_subunit_domain_containing_protein.
Os04g0685500	Hypothetical_conserved_gene.
Os04g0685600	Similar_to_H0723C07.3_protein.
Os04g0685700	Similar_to_H0723C07.4_protein.
Os04g0685800	Similar_to_H0723C07.5_protein.
Os04g0685900	Similar_to_Receptor_like protein kinase_like protein (Fragment).
Os04g0685900	Similar_to_H0723C07.6_protein.
Os04g0686000	Zinc_finger,_RING/FYVE/PHD_type domain containing protein.
Os04g0686100	Similar_to_H0723C07.9_protein.
Os04g0686200	Similar_to_Chromosome_condensation_regulator_protein_(Fragment).
Os04g0686300	Protein_of_unknown_function_DUF167_family_protein.
Os04g0686500	Similar_to_H0723C07.12_protein.
Os04g0686600	Similar_to_H0723C07.12_protein.
Os04g0686650	Similar_to_H0723C07.13_protein.
Os04g0686700	Similar_to_H0701F11.1_protein.
Os04g0686800	Similar_to_H0701F11.2_protein.
Os04g0687100	Similar_to_Soluble_inorganic_pyrophosphatase_(EC_3.6.1.1)_(Pyrophosphate_phospho_ hydrolase) (PPase).
Os04g0687125	Hypothetical_gene.
Os04g0687150	Hypothetical_protein.
Os04g0687200	Similar_to_H0701F11.5_protein.
Os04g0687300	Molecular_chaperone,_heat_shock_protein,_Hsp40,_DnaJ_domain_containing_protein.
Os04g0687800	Protein_of_unknown_function_DUF6,_transmembrane_domain_containing_protein.
Os04g0687900	Similar_to_T24D18.17_protein_(Tubby_like protein TULP8).
Os04g0687900	Similar_to_CAA303719.1_protein.
Os04g0687900	Similar_to_T24D18.17_protein_(Tubby_like protein TULP8).
Os04g0688000	Similar_to_CAA303718.1_protein.
Os04g0688100	Peroxidase_(EC_1.11.1.7).
Os04g0688200	Similar_to_Peroxidase_(EC_1.11.1.7).
Os04g0688300	Haem_peroxidase,_plant/fungal/bacterial_family_protein.
Os04g0688500	Peroxidase_(EC_1.11.1.7).
Os04g0688600	Peroxidase_(EC_1.11.1.7).
Os04g0689000	Similar_to_Peroxidase_(EC_1.11.1.7).
Os04g0689300	PLC_like phosphodiesterase, TIM beta/alpha_barrel domain domain containing protein.
Os04g0689400	Protein_kinase,_core_domain_containing_protein.
Os04g0689500	Similar_to_H0814G11.12_protein.
Os04g0689700	RNA_recognition_motif,_RNP_1 domain containing protein.
Os04g0689800	Similar_to_CAA30376.1_protein.
Os04g0689900	Similar_to_Pathogenesis_related protein 5 precursor (PR_5).
Os04g0690100	Zinc_finger,_C2H2_type domain containing protein.
Os04g0690100	Similar_to_H0814G11.16_protein.
Os04g0690300	Similar_to_H0814G11.17_protein.
Os04g0690400	Similar_to_H0814G11.18_protein.
Os04g0690451	Hypothetical_gene.
Os04g0690500	Similar_to_CAA30371.1_protein_(Fragment).
Os04g0690600	Similar_to_Auxin_response_factor_13.
Os04g0690800	22_kDa Photosystem II protein, Photoprotection
Os04g0690900	Similar_to_H0323C08.15_protein.
Os04g0690932	Hypothetical_gene.
Os04g0691000	Conserved_hypothetical_protein.
Os04g0691100	Serine/threonine_protein_kinase,_Hyperosmotic_stress_response
Os04g0691200	Similar_to_predicted_protein.
Os04g0691300	Similar_to_ANAC030.
Os04g0691366	Similar_to_POT_family_protein.
Os04g0691400	Similar_to_POT_family_protein.
Os04g0691466	Hypothetical_gene.
Os04g0691500	Similar_to_predicted_protein.
Os04g0691500	Similar_to_TRN1_(TRANSPORTIN_1);_protein_transporter.
Os04g0691600	Similar_to_30S_ribosomal_protein_S17.
Os04g0691700	GCN5_related N_acetyltransferase (GNAT) domain domain containing protein.
Os04g0691750	Similar_to_phosphoribosylanthranilate_transferase.
Os04g0691800	C2_domain_containing_protein.
Os04g0691900	Chaperonin_Cpn60/TCP_1 family protein.
Os04g0692000	Protein_of_unknown_function_DUF6,_transmembrane_domain_containing_protein.
Os04g0692100	Similar_to_Tubulin_folding_cofactor_B.
Os04g0692200	Chloroplast_nucleoid_associated protein, Chloroplast development, Regulator of plastid_encoded plastid RNA polymerase (PEP) activity
Os04g0692300	Peptidase_C14,_ICE,_catalytic_subunit_p20,_active_site_domain_containing_protein.
Os04g0692400	Similar_to_ankyrin_like protein.
Os04g0692500	Similar_to_antiporter/_drug_transporter/_transporter.
Os04g0692600	Staygreen_protein_domain_containing_protein.
Os04g0692700	SNF2_N_terminal domain and helicase C_terminal domain containing protein, ENL1_like
Os04g0692750	SNF2_family_chromatin_remodeling helicase, Syncytial endosperm development
Os04g0692800	Amine_oxidase_domain_containing_protein.
Os04g0692850	Hypothetical_protein.
Os04g0692900	WIYLD_domain_domain_containing_protein.
Os04g0693000	Similar_to_Ribophorin_I_(Fragment).
Os04g0693000	Similar_to_dolichyl_diphosphooligosaccharide__protein glycosyltransferase 67 kDasubunit.
Os04g0693050	Similar_to_Cytochrome_c.
Os04g0693100	Hypothetical_conserved_gene.
Os04g0693200	Conserved_hypothetical_protein.
Os04g0693250	Conserved_hypothetical_protein.
Os04g0693300	Hypothetical_conserved_gene.
Os04g0693400	Hypothetical_protein.
Os05g0100008	Hypothetical_conserved_gene.
Os05g0100016	Hypothetical_conserved_gene.
Os05g0100100	Similar_to_cDNA_clone:006_204_G09, full insert sequence.
Os05g0100500	Similar_to_Debaryomyces_hansenii_chromosome_F_of_strain_CBS767_of_Debaryomyces_hansenii.
Os05g0100600	Similar_to_aminophospholipid_ATPase.
Os05g0100600	Similar_to_Potential_phospholipid_transporting ATPase 7 (EC 3.6.3.1) (Aminophospholipid flippase 7).
Os05g0100700	Hypothetical_conserved_gene.
Os05g0100700	Similar_to_Somatic_embryogenesis_receptor_kinase_like protein.
Os05g0100750	Hypothetical_protein.
Os05g0100800	Nucleic_acid_binding, OB_fold domain containing protein.
Os05g0100900	Hypothetical_conserved_gene.
Os05g0101200	Peroxisome_membrane_anchor_protein_Pex14p,_N_terminal domain containing protein.
Os05g0101300	Hypothetical_conserved_gene.
Os05g0101400	Similar_to_50S_ribosomal_protein_L28,_chloroplast_precursor.
Os05g0101400	Similar_to_50S_ribosomal_protein_L28.
Os05g0101600	Cytochrome_P450_family_protein.
Os05g0102000	SAM_dependent_carboxyl_methyltransferase_family_protein.
Os05g0102200	Zinc_finger,_CCHC_retroviral_type domain containing protein.
Os05g0102300	HAT_dimerisation_domain_containing_protein.
Os05g0102400	Similar_to_exonuclease.
Os05g0102500	Conserved_hypothetical_protein.
Os05g0102600	Zinc_finger,_RING/FYVE/PHD_type domain containing protein.
Os05g0102700	Hypothetical_protein.
Os05g0102800	Similar_to_AML1.
Os05g0102800	Similar_to_AML6.
Os05g0102900	Snf7_family_protein.
Os05g0103000	Similar_to_MYC1.
Os05g0103100	Translocon_associated beta family protein.
Os05g0103200	Cyclophilin_like domain containing protein.
Os05g0103300	Similar_to_AT.I.24_5 protein (Fragment).
Os05g0103400	Protein_of_unknown_function_DUF3339_domain_containing_protein.
Os05g0103500	CHCH_domain_containing_protein.
Os05g0103600	Similar_to_Ankyrin_like protein.
Os05g0103700	Protein_of_unknown_function_DUF1664_family_protein.
Os05g0103800	Conserved_hypothetical_protein.
Os05g0104000	Actin_binding FH2 domain containing protein.
Os05g0104100	Vps53_like, N_terminal domain containing protein.
Os05g0104150	Leucine_rich repeat (LRR) protein, Inhibitor of fungal polygalacturonase, Defence response
Os05g0104200	Polygalacturonase_inhibiting_protein,_Inhibitor_of_fungal_polygalacturonase,_Sheath_blight_resistance
Os05g0104600	Leucine_rich repeat (LRR) protein, Inhibitor of fungal polygalacturonase, Defence response
Os05g0104650	Similar_to_Formylglycinamide_ribonucleotide_amidotransferase_(Fragment).
Os05g0104700	Leucine_rich repeat (LRR) protein, Inhibitor of fungal polygalacturonase, Defence response
Os05g0104750	Conserved_hypothetical_protein.
Os05g0104800	Eukaryotic_translation_initiation_factor_3_subunit_f,_Microgametogenesis
Os05g0104900	Similar_to_STIP1_homology_and_U_box_containing protein 1.
Os05g0105000	Similar_to_Methionine_S_methyltransferase (EC 2.1.1.12) (AdoMet:Met S_ methyltransferase) (Hv_MMT1).
Os05g0105050	Hypothetical_conserved_gene.
Os05g0105100	Similar_to_Small_GTPase_rab11_related.
Os05g0105200	Similar_to_Ras_related protein Rab_1B.
Os05g0105300	CAP_Gly domain containing protein.
Os05g0105401	Hypothetical_conserved_gene.
Os05g0105500	Similar_to_predicted_protein.
Os05g0105600	YT521_B_like protein family protein.
Os05g0105800	Conserved_hypothetical_protein.
Os05g0105900	Nucleotide_binding, alpha_beta plait domain containing protein.
Os05g0106000	Zinc_finger,_C2H2_type domain containing protein.
Os05g0106000	Hypothetical_conserved_gene.
Os05g0106100	Similar_to_Vacuolar_ATP_synthase_16_kDa_proteolipid_subunit_(EC_3.6.3.14)_(V_ ATPase 16 kDa proteolipid subunit) (Fragment).
Os05g0106200	Protein_of_unknown_function_DUF6,_transmembrane_domain_containing_protein.
Os05g0106300	Similar_to_Integral_membrane_protein_DUF6_containing_protein.
Os05g0106500	Similar_to_Chaperone_protein_dnaJ.
Os05g0106600	Similar_to_Actin_97.
Os05g0106650	Hypothetical_gene.
Os05g0106700	Similar_to_PRAF1;_Ran_GTPase_binding_/_chromatin_binding_/_zinc_ion_binding.
Os05g0106800	F_box domain, cyclin_like domain containing protein.
Os05g0106900	F_box domain, Skp2_like domain containing protein.
Os05g0107000	Hypothetical_conserved_gene.
Os05g0107101	Conserved_hypothetical_protein.
Os05g0107300	Conserved_hypothetical_protein.
Os05g0107600	ABC_transporter_like domain containing protein.
Os05g0107600	Hypothetical_conserved_gene.
Os05g0107700	Transcription_factor_IIA_small_subunit_(Transcription_factor_IIA_gamma_subunit).
Os05g0107801	Conserved_hypothetical_protein.
Os05g0107900	Similar_to_Protein_DEHYDRATION_INDUCED 19 homolog 6.
Os05g0108000	tRNA_pseudouridine_synthase_B_family_protein.
Os05g0108050	Hypothetical_protein.
Os05g0108100	Protein_of_unknown_function_DUF707_family_protein.
Os05g0108200	Hypothetical_protein.
Os05g0108300	Similar_to_MAP_kinase_like protein.
Os05g0108350	Hypothetical_protein.
Os05g0108400	Protein_of_unknown_function_DUF868,_plant_family_protein.
Os05g0108450	Hypothetical_gene.
Os05g0108500	Nucleotide_excision_repair,_TFIIH,_subunit_TTDA_domain_containing_protein.
Os05g0108600	Similar_to_Xylem_cysteine_proteinase_2_precursor_(EC_3.4.22._) (AtXCP2).
Os05g0108800	Cytochrome_b5.
Os05g0108950	Hypothetical_gene.
Os05g0109100	Similar_to_OSIGBa0138H21_OSIGBa0138E01.10 protein.
Os05g0109400	Conserved_hypothetical_protein.
Os05g0109600	RNA_binding_protein_PufA.
Os05g0109650	Hypothetical_gene.
Os05g0109825	Hypothetical_protein.
Os05g0110000	Zinc_finger,_RING/FYVE/PHD_type domain containing protein.
Os05g0110100	Heat_shock_protein_DnaJ,_cysteine_rich domain domain containing protein.
Os05g0110200	DVL_family_protein.
Os05g0110300	Similar_to_NAD_dependent epimerase/dehydratase.
Os05g0110500	Similar_to_DEAD_box ATP_dependent RNA helicase 17.
Os05g0110500	DEAD_box RNA helicase protein, Stress responses
Os05g0110600	Rab5_interacting family protein.
Os05g0110700	Chromosome_segregation_protein_Spc25_domain_containing_protein.
Os05g0110800	Conserved_hypothetical_protein.
Os05g0110800	Similar_to_predicted_protein.
Os05g0110900	Similar_to_Protein_kinase_APK1B,_chloroplast_precursor_(EC_2.7.1._).
Os05g0110925	Hypothetical_protein.
Os05g0111000	Similar_to_Gag_polyprotein_[Contains:_Core_protein_p15_(Matrix_protein);_Core_protein_p24;_Core_protein_p12].
Os05g0111100	Zinc_finger,_Tim10/DDP_type family protein.
Os05g0111200	Similar_to_Amino_acid_selective_channel_protein.
Os05g0111300	Similar_to_B22EL8_protein.
Os05g0111300	Similar_to_Metallothionein.
Os05g0111800	Similar_to_Protein_phosphatase_type_2C.
Os05g0111900	Similar_to_Pectinacetylesterase_precursor.
Os05g0112000	E3_ubiquitin_ligase,_XA21_mediated disease resistance
Os05g0112000	Similar_to_Receptor_like kinase Xa21_binding protein 3.
Os05g0112101	Epsin_like, N_terminal domain containing protein.
Os05g0112125	Hypothetical_protein.
Os05g0112200	Similar_to_Zn_finger_protein_(Fragment).
Os05g0112750	Phosphatidylinositol_transfer_protein_like, N_terminal domain containing protein.
Os05g0112800	Protein_of_unknown_function_DUF26_domain_containing_protein.
Os05g0112900	Pentatricopeptide_repeat_domain_containing_protein.
Os05g0113000	Amino_acid_binding ACT domain containing protein.
Os05g0113000	Similar_to_Amino_acid_binding_protein.
Os05g0113100	Conserved_hypothetical_protein.
Os05g0113300	Cation/H+_exchanger_domain_containing_protein.
Os05g0113400	Similar_to_Actin_depolymerizing factor 2 (ADF 2).
Os05g0113500	Similar_to_BRI1_KD interacting protein 130.
Os05g0113900	Similar_to_Histone_H2A.
Os05g0114000	Similar_to_PRLI_interacting factor F (Fragment).
Os05g0114100	Similar_to_endonuclease/exonuclease/phosphatase_family_protein.
Os05g0114250	Hypothetical_protein.
Os05g0114400	Zinc_finger,_C2H2_type domain containing protein.
Os05g0114500	RNA_recognition_motif_domain_domain_containing_protein.
